Address,Beds,Baths,House Size,Lot Size,Type,Price
"3624 Route 530, Grande Digue, New Brunswick",5,2,1536,,"
            Single Family
        ",239900
"582 Chartersville, Dieppe, New Brunswick, E1A1K6",4,2,966,,"
            Single Family
        ",196900
"90 Westminster Court, Millidgeville, New Brunswick",3,3,2441,,"
            Single Family
        ",339000
"138 Britain Street, Saint John Centre, New Brunswick",,,3267,,"
            Multi-family
        ",140000
"10 & 14 107 Route, Nashwaak Bridge, New Brunswick",5,2,,,"
            Single Family
        ",139900
"111 Janice, Moncton, New Brunswick, E1A0C5",4,2,1248,,"
            Single Family
        ",269900
"63 Nightingale Lane, Quispamsis, New Brunswick, E2E3T1",3,3,,,"
            Single Family
        ",364900
"101 Leinster Street, Saint John Centre, New Brunswick",,,2800,,"
            Multi-family
        ",379000
"516 Riverside Drive Unit 4, Fredericton, New Brunswick, E3A8C2",2,2,,,"
            Single Family
        ",164900
"333 Elmore CRT, Riverview, New Brunswick, E1B2L3",4,2,1077,,"
            Single Family
        ",230000
"2 Lindsay Lane, St. Stephen, New Brunswick, E3L0B2",3,2,,,"
            Single Family
        ",225000
"LOT 11 Headland Road, Kingsclear, New Brunswick, E2E0E5",,,,,"
            Vacant Land
        ",99500
"186 Williston Drive, Miramichi, New Brunswick, E1V5W9",3,1,,,"
            Single Family
        ",159900
"972 St-François Street, Edmundston, New Brunswick, E3V4R2",2,2,2000,,"
            Single Family
        ",159500
"546 Emblem Court, Oromocto, New Brunswick, E2V1H7",2,1,1200,,"
            Single Family
        ",149900
"217 McClellan, Riverview, New Brunswick, E1B1X3",3,1,1232,,"
            Single Family
        ",164900
"155 Lian Street Unit 436, Fredericton, New Brunswick, E3C0L9",2,1,,,"
            Single Family
        ",199900
"3 Wallace CRT, Riverview, New Brunswick, E1B3V2",4,3,3272,,"
            Single Family
        ",274900
"Lot A Wilsey Road, Rusagonis - Waasis, New Brunswick",,,,,"
            Vacant Land
        ",59900
"63 Thorncastle ST, Lutes Mountain, New Brunswick, E1G0S6",4,3,1900,,"
            Single Family
        ",599900
"Lot 4 Motivation Avenue, Quispamsis, New Brunswick, E2G2A1",,,,,"
            Vacant Land
        ",129500
"Lot 04-20 Wayne ST, Shediac, New Brunswick, E4P2W8",,,,,"
            Vacant Land
        ",49000
"72 Watters Drive, Fredericton, New Brunswick, E3A3T2",3,2,,,"
            Single Family
        ",179900
"920 Coverdale RD, Riverview, New Brunswick, E1B5E5",5,5,6352,,"
            Single Family
        ",679000
"831 Dever Road, Greendale, New Brunswick",3,2,,,"
            Single Family
        ",209900
"69 Acadie, Bouctouche, New Brunswick, E4S2T7",3,1,1680,,"
            Single Family
        ",198000
"1087 Route 850, Kiersteadville, New Brunswick",3,1,,0.416,"
            Single Family
        ",199900
"313 Lavoie, Dieppe, New Brunswick, E1A6R8",6,5,4087,,"
            Single Family
        ",559900
"160 Nevers Road, Nevers Road, New Brunswick",3,1,,,"
            Single Family
        ",129900
"129 Todd Street, Glen Falls - Golden Grove, New Brunswick",4,2,1250,,"
            Single Family
        ",99000
"148 Route 825, Killarney Road, New Brunswick",2,1,768,,"
            Single Family
        ",114800
"10 Route 601, Richibucto Road, New Brunswick",4,3,1730,,"
            Single Family
        ",249900
"113 Slipp Street, Woodstock, New Brunswick, E7M2R5",3,2,,,"
            Single Family
        ",83900
"102 Horton Road, Rothesay, New Brunswick, E2H1P8",4,3,1850,,"
            Single Family
        ",324900
"Lot Route 390, Greater Perth - Andover, New Brunswick",,,,,"
            Vacant Land
        ",80000
"282 Price Road, Drummond, New Brunswick",4,2,,,"
            Single Family
        ",179000
"26 Birchwood Place, Island View Heights, New Brunswick",3,2,,,"
            Single Family
        ",139900
"18 Islands, Greater Canterbury, New Brunswick",,,,,"
            Vacant Land
        ",550000
"234 Edinburgh Street, Fredericton, New Brunswick, E3B2C9",4,2,,,"
            Single Family
        ",349900
"118 St John ST, Pointe-du-Chene, New Brunswick",,,,,"
            Vacant Land
        ",224900
"484 Bon Secours RD, St. Paul, New Brunswick",,,,,"
            Vacant Land
        ",22500
"560 Route 2896, Williamstown, New Brunswick",3,1,,,"
            Single Family
        ",89900
"2170 Route 885, Havelock, New Brunswick, E4Z5N5",4,2,766,,"
            Single Family
        ",80000
"LOT 12-2 Hope RD, Steeves Mountain, New Brunswick, E1G3Z1",,,,,"
            Vacant Land
        ",49900
"50 Brigadoon Terrace, Rockwood Park, New Brunswick",3,3,4600,0.392,"
            Single Family
        ",499000
"27 Saint Paul's Street, Hampton, New Brunswick, E5N5P8",4,1,,0.853,"
            Single Family
        ",150000
"03-11 Archangel Way, Keswick Ridge, New Brunswick, E6L0A5",,,,,"
            Vacant Land
        ",33900
"124 Valmont CRES, Dieppe, New Brunswick, E1A1N2",3,3,1700,,"
            Single Family
        ",545000
"Vacant Lot 17-1 John Chessie Road, Hanwell, New Brunswick",,,,,"
            Vacant Land
        ",20000
"Lot Elm Street, Chipman, New Brunswick, E4A1X6",,,,,"
            Vacant Land
        ",12000
"8 Collett Court, Fredericton, New Brunswick, E3A4G2",3,1,1380,,"
            Single Family
        ",139900
"1303 Brittain Road, Lower Greenwich, New Brunswick",4,2,2300,,"
            Single Family
        ",168000
"97 Carleton Street, Saint John Centre, New Brunswick",,,2000,,"
            Multi-family
        ",149900
"19 BARKER Street, Oromocto, New Brunswick, E2V2K4",4,1,,,"
            Single Family
        ",159900
"58 Whisperwood, Moncton, New Brunswick, E1G0P8",3,2,1420,,"
            Single Family
        ",184900
"Lot Dooley Road, Johnville, New Brunswick",,,,,"
            Vacant Land
        ",10000
"121-127 Wright Street, Indiantown, New Brunswick",,,10000,,"
            Multi-family
        ",899900
"16 Hillcrest Avenue, Hartland, New Brunswick, E7P1M6",4,2,,,"
            Single Family
        ",159900
"21-23 Mansfield ST, Moncton, New Brunswick, E1A2V8",3,3,1785,,"
            Multi-family
        ",119900
"19 Stewart Street, Fredericton, New Brunswick, E3G3V4",2,2,,,"
            Single Family
        ",109900
"127 Monash Cove, Upper Cape, New Brunswick",2,1,1008,,"
            Single Family
        ",139900
"11768 Route 105, Kilburn, New Brunswick",4,2,,,"
            Single Family
        ",159000
"294 Thomas, Dieppe, New Brunswick, E1A2C2",2,2,1194,,"
            Single Family
        ",174900
"9 Bristol CRES, Riverview, New Brunswick, E1B0S9",4,3,1584,,"
            Single Family
        ",229900
"Lot 19-2 South Shediac River RD, Shediac Bridge - Shediac River, New Brunswick",,,,,"
            Vacant Land
        ",85000
"582 Bonita Avenue, Silver Falls, New Brunswick",3,1,1725,,"
            Single Family
        ",119900
"19 Orchard Lane, Greater Kingsclear, New Brunswick",3,3,2260,,"
            Single Family
        ",559000
"Lot 2018-3 Grand Pass Court, Greater Estey's Bridge, New Brunswick",,,,,"
            Vacant Land
        ",134900
"129 Todd Street, Glen Falls - Golden Grove, New Brunswick",,,1250,,"
            Multi-family
        ",99000
"6683 Route 105, Sussex, New Brunswick, E4E2C2",,,,,"
            Vacant Land
        ",124900
"55 Maxwell Drive, Sussex, New Brunswick, E4E2E1",4,2,2180,,"
            Single Family
        ",239900
"1521 Tobique Road, Drummond, New Brunswick, E3Y2P8",3,2,,0.028,"
            Single Family
        ",139000
"Lot du Portage, Caraquet, New Brunswick, E1W1A8",,,,,"
            Vacant Land
        ",19000
"- North Road, Campobello Island, New Brunswick",,,,,"
            Vacant Land
        ",19500
"28 32e Avenue, Edmundston, New Brunswick, E3V2S2",6,2,,,"
            Single Family
        ",59000
"95 Blanchard Court, Fredericton, New Brunswick, E3G3X2",4,2,,,"
            Single Family
        ",254900
"1001 Bossé Road, Saint-Joseph-De-Madawaska, New Brunswick",4,2,3000,,"
            Single Family
        ",225000
"116 Falaise, Grande-Anse, New Brunswick",,,,,"
            Vacant Land
        ",49900
"Lot 3 Motivation Avenue, Quispamsis, New Brunswick, E2G2A1",,,,,"
            Vacant Land
        ",129500
"Vacant Lot 17-1 John Chessie Road, Hanwell, New Brunswick",,,,,"
            Vacant Land
        ",20000
"83 ch Rang 5, Saint-Basile, New Brunswick",3,1,,,"
            Single Family
        ",129900
"Lot 2018-4 Grand Pass Court, Greater Estey's Bridge, New Brunswick",,,,,"
            Vacant Land
        ",134900
"44 Shore Road, Maquapit Lake, New Brunswick",3,1,716,,"
            Single Family
        ",239000
"3 Hope RD 12, Steeves Mountain, New Brunswick, E1G3Z1",,,,,"
            Vacant Land
        ",44900
"63 Indian Lake Road, Lakeville Corner, New Brunswick",1,1,520,,"
            Single Family
        ",59500
"195 Pleasant ST, Moncton, New Brunswick, E1A2V6",5,2,1872,,"
            Single Family
        ",189900
"4064 Route 480, Acadieville, New Brunswick",4,2,,,"
            Single Family
        ",129900
"8 Collett Court, Fredericton, New Brunswick, E3A4G2",3,1,1380,,"
            Single Family
        ",139900
"2343 Route 490, Ammon, New Brunswick, E1G4R6",3,2,1200,,"
            Single Family
        ",199900
"639 Cormier Village RD, Cormier - Village, New Brunswick",4,2,753,,"
            Single Family
        ",129900
"160 Nevers Road, Nevers Road, New Brunswick",3,1,,,"
            Single Family
        ",129900
"43 Larochelle, Dieppe, New Brunswick, E1A9B6",4,4,2248,,"
            Single Family
        ",454900
"32 Derby ST, Moncton, New Brunswick, E1C6Y5",,,2436,,"
            Multi-family
        ",179000
"1346 Four Road, Inkerman, New Brunswick",3,1,,,"
            Single Family
        ",150000
"9 Bristol CRES, Riverview, New Brunswick, E1B0S9",4,3,1584,,"
            Single Family
        ",229900
"19 First AVE, Pointe-du-Chene, New Brunswick",3,1,800,,"
            Single Family
        ",134900
"20 Shallon Lane, Fredericton, New Brunswick",,,2200,,"
            Multi-family
        ",319900
"284 Carriage Hill Road, Hanwell, New Brunswick",,,1728,,"
            Multi-family
        ",379900
"27 Grandview Lane, Grand Lake, New Brunswick",3,2,1400,,"
            Single Family
        ",259900
"1686 Route 310, Coteau Road, New Brunswick, E8T3K3",2,1,,,"
            Single Family
        ",109000
"79-81 Algonquin, Moncton, New Brunswick, E1G2C8",5,2,1200,,"
            Multi-family
        ",269900
"861 Red Head Road, Red Head, New Brunswick",3,2,,,"
            Single Family
        ",164900
"76 Ashfield Drive, Quispamsis, New Brunswick, E2G1R2",3,1,1400,,"
            Single Family
        ",209900
"Lot 19-01 Bayview Drive, Saint Andrews, New Brunswick",,,,,"
            Vacant Land
        ",129900
"19 Ouellette Lane, Greater Drummond, New Brunswick",2,1,,,"
            Single Family
        ",199000
"11 Westfield Place, Fredericton, New Brunswick, E3G0C1",3,3,,,"
            Single Family
        ",687900
"Lot Route 955, Murray Corner, New Brunswick, E4M3M2",,,,,"
            Vacant Land
        ",99000
"4 Acacia Court, Fredericton, New Brunswick, E3B1Y7",3,2,,,"
            Single Family
        ",349900
"23 Willowdale Drive, Rusagonis - Waasis, New Brunswick",4,4,3150,,"
            Single Family
        ",439999
"36 Crandall ST, Moncton, New Brunswick, E1C4C5",3,1,900,,"
            Single Family
        ",135000
"Lot 13 Motivation Avenue, Quispamsis, New Brunswick, E2G2A1",,,,,"
            Vacant Land
        ",69500
"385 Duke Street, Bayshore, New Brunswick",,,2020,0.154,"
            Multi-family
        ",119900
"828 Murray RD, Saint - Antoine, New Brunswick",5,2,1306,,"
            Single Family
        ",224900
"90 Principale, Memramcook, New Brunswick, E4K1A6",2,2,2064,,"
            Single Family
        ",244500
"31 School ST, Rexton, New Brunswick, E4W2E4",3,1,1352,,"
            Single Family
        ",120000
"56 Cameron Drive, Burton, New Brunswick",3,2,,,"
            Single Family
        ",289900
"Lot 10 Motivation Avenue, Quispamsis, New Brunswick, E2G2A1",,,,,"
            Vacant Land
        ",69500
"19 First AVE, Pointe-du-Chene, New Brunswick",3,1,800,,"
            Single Family
        ",134900
"Lot 76-3 Renaud, Saint - Antoine, New Brunswick",,,,,"
            Vacant Land
        ",24900
"690 Route 1120, Maquapit Lake, New Brunswick",4,1,,,"
            Single Family
        ",199900
"555 Principale, Pointe - Verte, New Brunswick",,,,,"
            Vacant Land
        ",124900
"1644 Wilsey Road, Rusagonis - Waasis, New Brunswick",3,1,,,"
            Single Family
        ",239900
"25 Norwood AVE, Moncton, New Brunswick, E1C6L8",4,2,2190,,"
            Multi-family
        ",139900
"/ Goodspeed Road, Penniac, New Brunswick",,,,,"
            Vacant Land
        ",94000
"30 Shornecliff Drive, Quispamsis, New Brunswick, E2E0G9",5,4,3641,,"
            Single Family
        ",499900
"65 KEYHOLE Road, Grand Lake, New Brunswick",2,2,,,"
            Single Family
        ",110000
"89 Hannington, Shediac Cape, New Brunswick, E4P3C8",5,4,4900,,"
            Single Family
        ",599000
"250 Whittaker Road, Rusagonis - Waasis, New Brunswick",3,2,,,"
            Single Family
        ",214900
"77 Houlahan ST, Dieppe, New Brunswick, E1A0S9",3,2,1250,,"
            Single Family
        ",182000
"155 Lian Street Unit 325, Fredericton, New Brunswick, E3C0L9",2,1,,,"
            Single Family
        ",199900
"767 Old Shepody Road, Hammondvale, New Brunswick",3,1,1400,,"
            Single Family
        ",179500
"650 Principale, Petit - Rocher, New Brunswick",3,2,,,"
            Single Family
        ",104900
"32 Derby ST, Moncton, New Brunswick, E1C6Y5",,,2436,,"
            Multi-family
        ",179000
"35 Sagewood CRES, Moncton, New Brunswick, E1G1Z4",4,4,2457,,"
            Single Family
        ",347000
"506 Upper Goshen Road, Elgin, New Brunswick, E4Z0C4",2,1,672,,"
            Single Family
        ",119900
"681 Rogers Road, Long Point, New Brunswick",3,3,,,"
            Single Family
        ",389900
"338 Sunset, Beresford, New Brunswick, E2A2G6",3,1,,,"
            Single Family
        ",94900
"136 Strong Street, Woodstock, New Brunswick, E7M2V9",4,2,2352,,"
            Single Family
        ",249900
"680 Front Mountain RD, Moncton, New Brunswick, E1G3H3",5,4,2650,,"
            Single Family
        ",514900
"4064 Route 480, Acadieville, New Brunswick",4,2,,,"
            Single Family
        ",129900
"Lot#6 Apple Blossom Trail, Hampton, New Brunswick, E5N0J6",3,2,,,"
            Single Family
        ",362000
"97 Gondola Point Road, Rothesay, New Brunswick, E2E2H6",3,1,1300,,"
            Single Family
        ",149999
"150 Alma ST Unit 1, Moncton, New Brunswick, E1C4Y7",2,2,1334,,"
            Single Family
        ",239900
"38 Loyalist Drive, Hampton, New Brunswick, E5N5V6",4,3,2695,,"
            Single Family
        ",339900
"44 Squire Drive, Quispamsis, New Brunswick, E2G1C1",4,3,2800,,"
            Single Family
        ",373900
"52 Flagstone Drive, Quispamsis, New Brunswick, E2G0B8",5,4,3300,,"
            Single Family
        ",359900
"641 Salisbury Back RD, Colpitts Settlement, New Brunswick",2,1,770,,"
            Single Family
        ",89900
"20 Heathfield CRT, Moncton, New Brunswick, E1A0J1",3,3,1950,,"
            Single Family
        ",459500
"62 Waverley, Moncton, New Brunswick, E1C7T7",3,1,800,,"
            Single Family
        ",85000
"32 Fourth AVE, Pointe-du-Chene, New Brunswick",2,1,780,,"
            Single Family
        ",149900
"Lot 91-3 Hutchinson LANE, Rexton, New Brunswick, E4W1Y8",,,,,"
            Vacant Land
        ",39900
"81 McNair Drive, Nackawic, New Brunswick, E6G1A5",4,2,,,"
            Single Family
        ",164500
"5 Andrew Court, Grand Bay - Westfield, New Brunswick",3,2,1600,,"
            Single Family
        ",229900
"3 Craig CRT, Riverview, New Brunswick, E1B4M4",3,2,1270,,"
            Single Family
        ",199900
"71 Pointe des Robichaud, Val - Comeau, New Brunswick",3,1,,,"
            Single Family
        ",319000
"1498 Champlain ST, Dieppe, New Brunswick, E1A1R4",6,3,3300,,"
            Multi-family
        ",369000
"615 Weisner RD, Lakeville, New Brunswick, E1H1T6",3,1,862,,"
            Single Family
        ",300000
"10 Route 1435, Noonan, New Brunswick, E3A7H6",3,3,1560,,"
            Single Family
        ",219900
"8 Kingsley Avenue, Quispamsis, New Brunswick, E2E4Z1",4,3,,,"
            Single Family
        ",319000
"16 De La Barronie, Grand Barachois, New Brunswick",3,,3970,,"
            Single Family
        ",452700
"185 McAuley Road, Smiths Creek, New Brunswick",2,2,,,"
            Single Family
        ",299900
"Lot 2019-2 3 Route 2, Brockway, New Brunswick",,,,,"
            Vacant Land
        ",49900
"69 Irène Street, Edmundston, New Brunswick, E3V1B8",4,2,2335,,"
            Single Family
        ",374999
"5 Hope RD 12, Steeves Mountain, New Brunswick, E1G3Z1",,,,,"
            Vacant Land
        ",57900
"239 Driftwood Loop, Fredericton, New Brunswick, E3B7P1",4,1,1000,,"
            Single Family
        ",44900
"745 Bridge Street, Bathurst, New Brunswick, E2A1W9",,2,,,"
            Single Family
        ",74800
"225 Serenity Lane Unit 102, Fredericton, New Brunswick, E3B0H1",2,1,,,"
            Single Family
        ",134900
"207 Williams Street, Grand Falls - Grand-Sault, New Brunswick",3,2,,0.019,"
            Single Family
        ",147000
"20 Burlington Court, Pokiok, New Brunswick",,,,,"
            Vacant Land
        ",124000
"Lot 8 Motivation Avenue, Quispamsis, New Brunswick, E2G2A1",,,,,"
            Vacant Land
        ",69500
"701 Pleasant Vale Road, Elgin, New Brunswick, E2Z0E1",3,2,,,"
            Single Family
        ",209900
"149 Gagnon, Moncton, New Brunswick, E1A0Z4",3,2,1350,,"
            Single Family
        ",189900
"549 Saint Olivier, Canisto Road, New Brunswick",2,2,840,,"
            Single Family
        ",119900
"9 Greystone Drive, Quispamsis, New Brunswick, E2G0J1",,,,,"
            Vacant Land
        ",53900
"105 Route 5609, Mill Cove, New Brunswick",3,2,,,"
            Single Family
        ",299900
"102 Route 1303, Upper Gagetown, New Brunswick, E5M1N2",2,1,,,"
            Single Family
        ",99900
"4 Summer Point LANE, Baie - Verte, New Brunswick",3,2,1228,,"
            Single Family
        ",219000
"13 Evergreen DR, Shediac, New Brunswick, E4P1R9",3,2,1778,,"
            Single Family
        ",475000
"15 Clarendon DR, Moncton, New Brunswick, E1G0M8",3,2,690,,"
            Single Family
        ",146900
"154 Frenette, Beresford, New Brunswick, E8K1Y5",4,3,,,"
            Single Family
        ",549900
"- Connors Lane, Bloomfield, New Brunswick",,,,,"
            Vacant Land
        ",69900
"17 Leeswood Drive, Quispamsis, New Brunswick, E2G1N1",5,3,2800,,"
            Single Family
        ",269900
"Lot 2016-2 Grand Pass Court, Greater Estey's Bridge, New Brunswick",,,,,"
            Vacant Land
        ",134900
"4392 Heritage Drive, Tracy, New Brunswick, E5L1B9",2,1,,,"
            Single Family
        ",79900
"7 IAN Street, Champlain Heights, New Brunswick",4,1,,0.16,"
            Single Family
        ",139900
"11 Coronation Court, Oromocto, New Brunswick, E2V2M9",4,2,,,"
            Single Family
        ",169900
"1 Princess Street, Saint John Centre, New Brunswick",,,3520,,"
            Multi-family
        ",885000
"8 Rockport, Riverview, New Brunswick, E1B5L5",4,4,1838,,"
            Single Family
        ",344900
"Lot Hillandale Drive, Grand Bay - Westfield, New Brunswick",,,,,"
            Vacant Land
        ",49900
"176 Sherwood Road, Greater Woodstock, New Brunswick",5,2,2975,,"
            Single Family
        ",269000
"532 Couturier Road, Saint-Joseph, New Brunswick",3,2,,0.109,"
            Single Family
        ",99900
"1793 Nicholas Denys, Nicholas - Denys, New Brunswick",3,1,,,"
            Single Family
        ",89900
"215 Milltown Boulevard, St. Stephen, New Brunswick, E3L1G7",3,2,,0.14,"
            Single Family
        ",174000
"44-46 Williams ST, Moncton, New Brunswick, E1C2G5",10,4,4000,,"
            Single Family
        ",289900
"65 Valmont, Dieppe, New Brunswick, E1A0H3",5,4,2585,,"
            Single Family
        ",774900
"642 Charters Settlement Road, Greater New Maryland, New Brunswick",4,1,,,"
            Single Family
        ",224900
"102 Sequoia DR, Moncton, New Brunswick, E1E4R8",3,2,1288,,"
            Single Family
        ",114900
"7 Elizabeth Ann Street, Burton, New Brunswick",3,1,1024,0.25,"
            Single Family
        ",54900
"40 Aberdeen AVE, Riverview, New Brunswick, E1B3G1",3,2,880,,"
            Single Family
        ",139900
"15 Forest Road, Rothesay, New Brunswick, E2H1B4",3,1,,,"
            Single Family
        ",225000
"72 Jenkins Drive, Quispamsis, New Brunswick, E2E0J4",4,5,,,"
            Single Family
        ",685000
"Lot 95-3 Hillcrest Road, Forest Hills, New Brunswick",3,2,,,"
            Single Family
        ",339900
"20 Edgar Street, Inkerman Centre, New Brunswick",2,1,,,"
            Single Family
        ",89000
"Lot 14 Motivation Avenue, Quispamsis, New Brunswick, E2G2A1",,,,,"
            Vacant Land
        ",69500
"2 Jones Avenue, Rothesay, New Brunswick, E2E1Y4",3,3,2700,,"
            Single Family
        ",309900
"141 Church Avenue, Sussex, New Brunswick, E4E1Z2",6,3,,,"
            Single Family
        ",289900
"108 Upper Stoneridge Road, Zealand, New Brunswick",1,1,,,"
            Single Family
        ",90000
"1189 Post Road, Sussex Corner, New Brunswick, E4E2X7",4,1,,,"
            Single Family
        ",109900
"2 Cross Road, Somerville, New Brunswick, E7P3B3",4,1,1378,,"
            Single Family
        ",127500
"Lot#75 Apple Blossom Trail, Hampton, New Brunswick, E5N0J6",3,2,,,"
            Single Family
        ",369000
"3 Hope RD 12, Steeves Mountain, New Brunswick, E1G3Z1",,,,,"
            Vacant Land
        ",44900
"Lot 2019-1 3 Route, Brockway, New Brunswick",,,,,"
            Vacant Land
        ",49900
"45 McAndrew ST, Moncton, New Brunswick, E1G4Z2",3,3,1460,,"
            Single Family
        ",389900
"985 Vanier, Bathurst, New Brunswick, E2A3N3",4,1,,,"
            Single Family
        ",139900
"490 Marguerite, Dieppe, New Brunswick, E1A7H1",3,2,1806,,"
            Single Family
        ",224900
"564 Pleasant Vale RD, Elgin, New Brunswick, E4Z2C7",2,2,1950,,"
            Single Family
        ",289900
